,BPM,Moment
0,72,08/03/2022 13:25:44
1,72,08/03/2022 13:25:55
2,72,08/03/2022 13:26:06
3,72,08/03/2022 13:26:16
4,72,08/03/2022 13:26:27
5,72,08/03/2022 13:26:37
6,72,08/03/2022 13:26:48
7,72,08/03/2022 13:26:59
8,72,08/03/2022 13:27:09
9,72,08/03/2022 13:27:20
10,73,08/03/2022 13:27:31
11,73,08/03/2022 13:27:41
12,73,08/03/2022 13:27:52
13,73,08/03/2022 13:28:02
14,73,08/03/2022 13:28:13
15,72,08/03/2022 13:28:23
16,72,08/03/2022 13:28:34
17,72,08/03/2022 13:28:45
18,72,08/03/2022 13:28:55
19,72,08/03/2022 13:29:06
20,73,08/03/2022 13:29:16
21,73,08/03/2022 13:29:27
22,73,08/03/2022 13:29:38
23,73,08/03/2022 13:29:48
24,73,08/03/2022 13:29:59
25,73,08/03/2022 13:30:09
26,73,08/03/2022 13:30:20
27,73,08/03/2022 13:30:31
28,73,08/03/2022 13:30:41
29,73,08/03/2022 13:30:52
30,73,08/03/2022 13:31:03
31,73,08/03/2022 13:31:13
32,73,08/03/2022 13:31:24
33,73,08/03/2022 13:31:34
34,73,08/03/2022 13:31:45
35,72,08/03/2022 13:31:56
36,72,08/03/2022 13:32:06
37,72,08/03/2022 13:32:17
38,72,08/03/2022 13:32:27
39,72,08/03/2022 13:32:38
40,72,08/03/2022 13:32:49
41,72,08/03/2022 13:32:59
42,72,08/03/2022 13:33:10
43,72,08/03/2022 13:33:20
44,72,08/03/2022 13:33:31
45,73,08/03/2022 13:33:42
46,73,08/03/2022 13:33:52
47,73,08/03/2022 13:34:03
48,73,08/03/2022 13:34:14
49,73,08/03/2022 13:34:24
50,74,08/03/2022 13:34:35
51,74,08/03/2022 13:34:45
52,74,08/03/2022 13:34:56
53,74,08/03/2022 13:35:07
54,74,08/03/2022 13:35:17
55,71,08/03/2022 13:35:28
56,71,08/03/2022 13:35:38
57,71,08/03/2022 13:35:49
58,71,08/03/2022 13:36:00
59,71,08/03/2022 13:36:10
60,71,08/03/2022 13:36:21
61,71,08/03/2022 13:36:32
62,71,08/03/2022 13:36:42
63,71,08/03/2022 13:36:53
64,71,08/03/2022 13:37:03
65,75,08/03/2022 13:37:14
66,75,08/03/2022 13:37:25
67,75,08/03/2022 13:37:35
68,75,08/03/2022 13:37:46
69,75,08/03/2022 13:37:56
70,72,08/03/2022 13:38:07
71,72,08/03/2022 13:38:18
72,72,08/03/2022 13:38:28
73,72,08/03/2022 13:38:39
74,72,08/03/2022 13:38:49
75,71,08/03/2022 13:39:00
76,71,08/03/2022 13:39:11
77,71,08/03/2022 13:39:21
78,71,08/03/2022 13:39:32
79,71,08/03/2022 13:39:42
80,73,08/03/2022 13:39:53
81,73,08/03/2022 13:40:04
82,73,08/03/2022 13:40:14
83,73,08/03/2022 13:40:25
84,73,08/03/2022 13:40:35
85,74,08/03/2022 13:40:46
86,74,08/03/2022 13:40:56
