,BPM,Moment
0,58,02/03/2022 13:14:15
1,58,02/03/2022 13:14:26
2,58,02/03/2022 13:14:36
3,58,02/03/2022 13:14:47
4,58,02/03/2022 13:14:57
5,59,02/03/2022 13:15:08
6,59,02/03/2022 13:15:19
7,59,02/03/2022 13:15:29
8,59,02/03/2022 13:15:40
9,59,02/03/2022 13:15:50
10,57,02/03/2022 13:16:01
11,57,02/03/2022 13:16:12
12,57,02/03/2022 13:16:22
13,57,02/03/2022 13:16:33
14,57,02/03/2022 13:16:43
15,60,02/03/2022 13:16:54
16,60,02/03/2022 13:17:05
17,60,02/03/2022 13:17:15
18,60,02/03/2022 13:17:26
19,60,02/03/2022 13:17:36
20,60,02/03/2022 13:17:47
21,60,02/03/2022 13:17:58
22,60,02/03/2022 13:18:08
23,60,02/03/2022 13:18:19
24,60,02/03/2022 13:18:30
25,56,02/03/2022 13:18:40
26,56,02/03/2022 13:18:51
27,56,02/03/2022 13:19:01
28,56,02/03/2022 13:19:12
29,56,02/03/2022 13:19:23
30,60,02/03/2022 13:19:33
31,60,02/03/2022 13:19:44
32,60,02/03/2022 13:19:54
33,60,02/03/2022 13:20:05
34,60,02/03/2022 13:20:16
35,58,02/03/2022 13:20:26
36,58,02/03/2022 13:20:37
37,58,02/03/2022 13:20:47
38,58,02/03/2022 13:20:58
39,58,02/03/2022 13:21:09
40,55,02/03/2022 13:21:19
41,55,02/03/2022 13:21:30
42,55,02/03/2022 13:21:40
43,55,02/03/2022 13:21:51
44,55,02/03/2022 13:22:02
45,58,02/03/2022 13:22:12
46,58,02/03/2022 13:22:23
47,58,02/03/2022 13:22:33
48,58,02/03/2022 13:22:44
49,58,02/03/2022 13:22:55
50,56,02/03/2022 13:23:05
51,56,02/03/2022 13:23:16
52,56,02/03/2022 13:23:26
53,56,02/03/2022 13:23:37
54,56,02/03/2022 13:23:48
55,59,02/03/2022 13:23:58
56,59,02/03/2022 13:24:09
57,59,02/03/2022 13:24:20
58,59,02/03/2022 13:24:30
59,59,02/03/2022 13:24:41
60,57,02/03/2022 13:24:51
61,57,02/03/2022 13:25:02
62,57,02/03/2022 13:25:13
63,57,02/03/2022 13:25:23
64,57,02/03/2022 13:25:34
65,56,02/03/2022 13:25:44
66,56,02/03/2022 13:25:55
67,56,02/03/2022 13:26:06
68,56,02/03/2022 13:26:16
69,56,02/03/2022 13:26:27
70,57,02/03/2022 13:26:37
71,57,02/03/2022 13:26:48
72,57,02/03/2022 13:26:59
73,57,02/03/2022 13:27:09
74,57,02/03/2022 13:27:20
75,56,02/03/2022 13:27:30
76,56,02/03/2022 13:27:41
77,56,02/03/2022 13:27:52
78,56,02/03/2022 13:28:02
79,56,02/03/2022 13:28:13
80,58,02/03/2022 13:28:23
81,58,02/03/2022 13:28:34
82,58,02/03/2022 13:28:45
83,58,02/03/2022 13:28:55
84,58,02/03/2022 13:29:06
85,59,02/03/2022 13:29:17
86,59,02/03/2022 13:29:27
87,59,02/03/2022 13:29:38
88,59,02/03/2022 13:29:48
89,59,02/03/2022 13:29:59
90,57,02/03/2022 13:30:10
91,57,02/03/2022 13:30:20
92,57,02/03/2022 13:30:31
93,57,02/03/2022 13:30:41
94,57,02/03/2022 13:30:52
95,55,02/03/2022 13:31:03
96,55,02/03/2022 13:31:13
97,55,02/03/2022 13:31:24
98,55,02/03/2022 13:31:34
99,55,02/03/2022 13:31:45
100,58,02/03/2022 13:31:56
101,58,02/03/2022 13:32:06
102,58,02/03/2022 13:32:17
103,58,02/03/2022 13:32:27
104,58,02/03/2022 13:32:38
105,57,02/03/2022 13:32:49
106,57,02/03/2022 13:32:59
107,57,02/03/2022 13:33:10
108,57,02/03/2022 13:33:20
109,57,02/03/2022 13:33:31
110,58,02/03/2022 13:33:42
111,58,02/03/2022 13:33:52
112,58,02/03/2022 13:34:03
113,58,02/03/2022 13:34:13
114,58,02/03/2022 13:34:24
115,56,02/03/2022 13:34:35
