,BPM,Moment
0,108,08/03/2022 15:24:05
1,109,08/03/2022 15:24:16
2,110,08/03/2022 15:24:26
3,110,08/03/2022 15:24:37
4,108,08/03/2022 15:24:48
5,110,08/03/2022 15:24:58
6,110,08/03/2022 15:25:09
7,110,08/03/2022 15:25:20
8,110,08/03/2022 15:25:30
9,110,08/03/2022 15:25:41
10,106,08/03/2022 15:25:51
11,106,08/03/2022 15:26:02
12,106,08/03/2022 15:26:12
13,106,08/03/2022 15:26:23
14,107,08/03/2022 15:26:34
15,108,08/03/2022 15:26:44
16,107,08/03/2022 15:26:55
17,107,08/03/2022 15:27:06
18,107,08/03/2022 15:27:16
19,107,08/03/2022 15:27:27
20,110,08/03/2022 15:27:37
21,110,08/03/2022 15:27:48
22,110,08/03/2022 15:27:59
23,110,08/03/2022 15:28:09
24,110,08/03/2022 15:28:20
25,109,08/03/2022 15:28:31
26,109,08/03/2022 15:28:41
27,109,08/03/2022 15:28:52
28,109,08/03/2022 15:29:03
29,109,08/03/2022 15:29:13
30,108,08/03/2022 15:29:24
31,108,08/03/2022 15:29:34
32,108,08/03/2022 15:29:45
33,108,08/03/2022 15:29:56
34,108,08/03/2022 15:30:06
35,104,08/03/2022 15:30:23
36,104,08/03/2022 15:30:34
37,104,08/03/2022 15:30:44
38,104,08/03/2022 15:30:55
39,104,08/03/2022 15:31:05
40,106,08/03/2022 15:31:16
41,106,08/03/2022 15:31:27
42,106,08/03/2022 15:31:37
43,106,08/03/2022 15:31:48
44,106,08/03/2022 15:31:58
45,108,08/03/2022 15:32:09
46,108,08/03/2022 15:32:20
47,108,08/03/2022 15:32:30
48,108,08/03/2022 15:32:41
49,108,08/03/2022 15:32:51
50,106,08/03/2022 15:33:02
51,106,08/03/2022 15:33:13
52,106,08/03/2022 15:33:23
53,106,08/03/2022 15:33:34
54,106,08/03/2022 15:33:45
55,105,08/03/2022 15:33:55
56,105,08/03/2022 15:34:06
57,105,08/03/2022 15:34:16
58,105,08/03/2022 15:34:27
59,105,08/03/2022 15:34:38
60,106,08/03/2022 15:34:48
61,106,08/03/2022 15:34:59
62,106,08/03/2022 15:35:10
63,106,08/03/2022 15:35:20
64,106,08/03/2022 15:35:31
65,110,08/03/2022 15:35:41
66,110,08/03/2022 15:35:52
67,110,08/03/2022 15:36:03
68,110,08/03/2022 15:36:13
69,110,08/03/2022 15:36:24
70,108,08/03/2022 15:36:35
71,108,08/03/2022 15:36:45
72,108,08/03/2022 15:36:56
73,108,08/03/2022 15:37:06
74,108,08/03/2022 15:37:17
75,108,08/03/2022 15:37:28
76,105,08/03/2022 15:37:38
77,103,08/03/2022 15:37:49
78,102,08/03/2022 15:37:59
79,103,08/03/2022 15:38:10
80,103,08/03/2022 15:38:21
81,105,08/03/2022 15:38:31
82,109,08/03/2022 15:38:42
83,109,08/03/2022 15:38:53
84,109,08/03/2022 15:39:03
85,109,08/03/2022 15:39:14
86,110,08/03/2022 15:39:24
