,BPM,Moment
0,79,07/03/2022 11:09:03
1,79,07/03/2022 11:09:13
2,79,07/03/2022 11:09:24
3,79,07/03/2022 11:09:35
4,79,07/03/2022 11:09:45
5,81,07/03/2022 11:09:56
6,81,07/03/2022 11:10:06
7,81,07/03/2022 11:10:17
8,81,07/03/2022 11:10:28
9,81,07/03/2022 11:10:38
10,80,07/03/2022 11:10:49
11,80,07/03/2022 11:10:59
12,80,07/03/2022 11:11:10
13,80,07/03/2022 11:11:21
14,80,07/03/2022 11:11:31
15,78,07/03/2022 11:11:42
16,78,07/03/2022 11:11:52
17,78,07/03/2022 11:12:03
18,78,07/03/2022 11:12:14
19,78,07/03/2022 11:12:24
20,79,07/03/2022 11:12:35
21,79,07/03/2022 11:12:45
22,79,07/03/2022 11:12:56
23,79,07/03/2022 11:13:07
24,79,07/03/2022 11:13:17
25,79,07/03/2022 11:13:28
26,79,07/03/2022 11:13:38
27,79,07/03/2022 11:13:49
28,79,07/03/2022 11:14:00
29,79,07/03/2022 11:14:10
30,80,07/03/2022 11:14:21
31,80,07/03/2022 11:14:31
32,80,07/03/2022 11:14:42
33,80,07/03/2022 11:14:53
34,80,07/03/2022 11:15:03
35,80,07/03/2022 11:15:14
36,80,07/03/2022 11:15:24
37,80,07/03/2022 11:15:35
38,80,07/03/2022 11:15:46
39,80,07/03/2022 11:15:56
40,78,07/03/2022 11:16:07
41,78,07/03/2022 11:16:17
42,78,07/03/2022 11:16:28
43,78,07/03/2022 11:16:39
44,78,07/03/2022 11:16:49
45,81,07/03/2022 11:17:00
46,81,07/03/2022 11:17:10
47,81,07/03/2022 11:17:21
48,81,07/03/2022 11:17:32
49,81,07/03/2022 11:17:42
50,78,07/03/2022 11:17:53
51,78,07/03/2022 11:18:03
52,78,07/03/2022 11:18:14
53,78,07/03/2022 11:18:25
54,78,07/03/2022 11:18:35
55,81,07/03/2022 11:18:46
56,81,07/03/2022 11:18:56
57,81,07/03/2022 11:19:07
58,81,07/03/2022 11:19:18
59,81,07/03/2022 11:19:28
60,77,07/03/2022 11:19:39
61,77,07/03/2022 11:19:50
62,77,07/03/2022 11:20:00
63,77,07/03/2022 11:20:11
64,77,07/03/2022 11:20:21
65,80,07/03/2022 11:20:32
66,80,07/03/2022 11:20:42
67,80,07/03/2022 11:20:53
68,80,07/03/2022 11:21:04
69,80,07/03/2022 11:21:14
70,80,07/03/2022 11:21:25
71,80,07/03/2022 11:21:36
72,80,07/03/2022 11:21:46
73,80,07/03/2022 11:21:57
74,80,07/03/2022 11:22:07
75,80,07/03/2022 11:22:18
76,80,07/03/2022 11:22:29
77,80,07/03/2022 11:22:39
78,80,07/03/2022 11:22:50
79,80,07/03/2022 11:23:01
80,82,07/03/2022 11:23:11
81,82,07/03/2022 11:23:22
82,82,07/03/2022 11:23:32
83,82,07/03/2022 11:23:43
84,82,07/03/2022 11:23:54
85,82,07/03/2022 11:24:04
86,82,07/03/2022 11:24:15
87,82,07/03/2022 11:24:25
88,82,07/03/2022 11:24:36
89,82,07/03/2022 11:24:47
90,80,07/03/2022 11:24:57
91,80,07/03/2022 11:25:08
92,80,07/03/2022 11:25:18
93,80,07/03/2022 11:25:29
94,80,07/03/2022 11:25:40
95,81,07/03/2022 11:25:50
96,81,07/03/2022 11:26:01
97,81,07/03/2022 11:26:11
98,81,07/03/2022 11:26:22
99,81,07/03/2022 11:26:33
100,82,07/03/2022 11:26:43
101,82,07/03/2022 11:26:54
102,82,07/03/2022 11:27:05
103,82,07/03/2022 11:27:15
104,82,07/03/2022 11:27:26
105,80,07/03/2022 11:27:36
106,80,07/03/2022 11:27:47
107,80,07/03/2022 11:27:57
108,80,07/03/2022 11:28:08
109,80,07/03/2022 11:28:19
110,79,07/03/2022 11:28:29
111,79,07/03/2022 11:28:40
112,79,07/03/2022 11:28:51
113,79,07/03/2022 11:29:01
114,79,07/03/2022 11:29:12
115,80,07/03/2022 11:29:22
116,80,07/03/2022 11:29:33
117,80,07/03/2022 11:29:44
118,80,07/03/2022 11:29:54
119,80,07/03/2022 11:30:05
120,81,07/03/2022 11:30:15
121,81,07/03/2022 11:30:26
122,81,07/03/2022 11:30:37
123,81,07/03/2022 11:30:47
124,81,07/03/2022 11:30:58
125,81,07/03/2022 11:31:08
126,81,07/03/2022 11:31:19
127,81,07/03/2022 11:31:30
128,81,07/03/2022 11:31:40
129,81,07/03/2022 11:31:51
130,79,07/03/2022 11:32:01
131,79,07/03/2022 11:32:12
132,79,07/03/2022 11:32:23
133,79,07/03/2022 11:32:33
134,79,07/03/2022 11:32:44
135,80,07/03/2022 11:32:55
136,80,07/03/2022 11:33:05
137,80,07/03/2022 11:33:16
138,80,07/03/2022 11:33:26
139,80,07/03/2022 11:33:37
140,81,07/03/2022 11:33:48
141,81,07/03/2022 11:33:58
142,81,07/03/2022 11:34:09
143,81,07/03/2022 11:34:19
144,81,07/03/2022 11:34:30
145,80,07/03/2022 11:34:41
146,80,07/03/2022 11:34:51
147,80,07/03/2022 11:35:02
148,80,07/03/2022 11:35:12
149,80,07/03/2022 11:35:23
150,81,07/03/2022 11:35:34
151,81,07/03/2022 11:35:44
152,81,07/03/2022 11:35:55
153,81,07/03/2022 11:36:05
154,81,07/03/2022 11:36:16
155,79,07/03/2022 11:36:27
156,79,07/03/2022 11:36:37
157,79,07/03/2022 11:36:48
158,79,07/03/2022 11:36:58
159,79,07/03/2022 11:37:09
160,79,07/03/2022 11:37:20
161,79,07/03/2022 11:37:30
162,79,07/03/2022 11:37:41
163,79,07/03/2022 11:37:51
164,79,07/03/2022 11:38:02
165,79,07/03/2022 11:38:13
166,79,07/03/2022 11:38:23
167,79,07/03/2022 11:38:34
168,79,07/03/2022 11:38:44
169,79,07/03/2022 11:38:55
170,80,07/03/2022 11:39:06
171,80,07/03/2022 11:39:16
172,80,07/03/2022 11:39:27
173,80,07/03/2022 11:39:38
174,80,07/03/2022 11:39:48
175,81,07/03/2022 11:39:59
176,81,07/03/2022 11:40:09
177,81,07/03/2022 11:40:20
