,BPM,Moment
0,76,03/03/2022 13:39:37
1,76,03/03/2022 13:39:48
2,76,03/03/2022 13:39:58
3,76,03/03/2022 13:40:09
4,76,03/03/2022 13:40:20
5,76,03/03/2022 13:40:30
6,76,03/03/2022 13:40:41
7,76,03/03/2022 13:40:52
8,76,03/03/2022 13:41:02
9,76,03/03/2022 13:41:13
10,77,03/03/2022 13:41:23
11,77,03/03/2022 13:41:34
12,77,03/03/2022 13:41:45
13,77,03/03/2022 13:41:55
14,77,03/03/2022 13:42:06
15,75,03/03/2022 13:42:17
16,75,03/03/2022 13:42:27
17,75,03/03/2022 13:42:38
18,75,03/03/2022 13:42:48
19,75,03/03/2022 13:42:59
20,73,03/03/2022 13:43:10
21,73,03/03/2022 13:43:20
22,73,03/03/2022 13:43:31
23,73,03/03/2022 13:43:41
24,73,03/03/2022 13:43:52
25,74,03/03/2022 13:44:03
26,74,03/03/2022 13:44:13
27,74,03/03/2022 13:44:24
28,74,03/03/2022 13:44:35
29,74,03/03/2022 13:44:45
30,75,03/03/2022 13:44:56
31,75,03/03/2022 13:45:07
32,75,03/03/2022 13:45:17
33,75,03/03/2022 13:45:28
34,75,03/03/2022 13:45:38
35,76,03/03/2022 13:45:49
36,76,03/03/2022 13:46:00
37,76,03/03/2022 13:46:10
38,76,03/03/2022 13:46:21
39,76,03/03/2022 13:46:31
40,74,03/03/2022 13:46:42
41,74,03/03/2022 13:46:53
42,74,03/03/2022 13:47:03
43,74,03/03/2022 13:47:14
44,74,03/03/2022 13:47:24
45,74,03/03/2022 13:47:35
46,74,03/03/2022 13:47:46
47,74,03/03/2022 13:47:56
48,74,03/03/2022 13:48:07
