,BPM,Moment
0,73,03/03/2022 12:58:33
1,73,03/03/2022 12:58:44
2,73,03/03/2022 12:58:55
3,73,03/03/2022 12:59:05
4,73,03/03/2022 12:59:16
5,80,03/03/2022 12:59:26
6,80,03/03/2022 12:59:37
7,80,03/03/2022 12:59:48
8,80,03/03/2022 12:59:58
9,80,03/03/2022 13:00:09
10,75,03/03/2022 13:00:19
11,75,03/03/2022 13:00:30
12,75,03/03/2022 13:00:41
13,75,03/03/2022 13:00:51
14,75,03/03/2022 13:01:02
15,72,03/03/2022 13:01:13
16,72,03/03/2022 13:01:23
17,72,03/03/2022 13:01:34
18,72,03/03/2022 13:01:45
19,72,03/03/2022 13:01:55
20,74,03/03/2022 13:02:06
21,74,03/03/2022 13:02:17
22,74,03/03/2022 13:02:27
23,74,03/03/2022 13:02:38
24,74,03/03/2022 13:02:48
25,77,03/03/2022 13:02:59
26,77,03/03/2022 13:03:10
27,77,03/03/2022 13:03:20
28,77,03/03/2022 13:03:31
29,77,03/03/2022 13:03:42
30,75,03/03/2022 13:03:52
31,75,03/03/2022 13:04:03
32,75,03/03/2022 13:04:13
33,75,03/03/2022 13:04:24
34,75,03/03/2022 13:04:35
35,74,03/03/2022 13:04:45
36,74,03/03/2022 13:04:56
37,74,03/03/2022 13:05:07
38,74,03/03/2022 13:05:17
39,74,03/03/2022 13:05:28
40,74,03/03/2022 13:05:38
41,74,03/03/2022 13:05:49
42,74,03/03/2022 13:06:00
43,74,03/03/2022 13:06:10
44,74,03/03/2022 13:06:21
45,75,03/03/2022 13:06:31
46,75,03/03/2022 13:06:42
47,75,03/03/2022 13:06:53
48,75,03/03/2022 13:07:03
49,75,03/03/2022 13:07:14
50,77,03/03/2022 13:07:24
51,77,03/03/2022 13:07:35
52,77,03/03/2022 13:07:46
53,77,03/03/2022 13:07:56
54,77,03/03/2022 13:08:07
55,76,03/03/2022 13:08:17
56,76,03/03/2022 13:08:28
57,76,03/03/2022 13:08:39
58,76,03/03/2022 13:08:49
59,76,03/03/2022 13:09:00
60,73,03/03/2022 13:09:11
61,73,03/03/2022 13:09:21
62,73,03/03/2022 13:09:32
63,73,03/03/2022 13:09:42
64,73,03/03/2022 13:09:53
65,75,03/03/2022 13:10:04
66,75,03/03/2022 13:10:14
67,75,03/03/2022 13:10:25
68,75,03/03/2022 13:10:36
69,75,03/03/2022 13:10:46
70,74,03/03/2022 13:10:57
71,74,03/03/2022 13:11:07
72,74,03/03/2022 13:11:18
73,74,03/03/2022 13:11:28
74,74,03/03/2022 13:11:39
75,74,03/03/2022 13:11:50
76,74,03/03/2022 13:12:00
77,74,03/03/2022 13:12:11
78,74,03/03/2022 13:12:22
79,74,03/03/2022 13:12:32
80,75,03/03/2022 13:12:43
81,75,03/03/2022 13:12:54
82,75,03/03/2022 13:13:04
83,75,03/03/2022 13:13:15
84,75,03/03/2022 13:13:25
85,75,03/03/2022 13:13:36
86,75,03/03/2022 13:13:47
87,75,03/03/2022 13:13:57
88,75,03/03/2022 13:14:08
