,BPM,Moment
0,68,14/03/2022 13:17:55
1,68,14/03/2022 13:18:06
2,68,14/03/2022 13:18:16
3,68,14/03/2022 13:18:27
4,68,14/03/2022 13:18:37
5,68,14/03/2022 13:18:48
6,68,14/03/2022 13:18:59
7,68,14/03/2022 13:19:09
8,68,14/03/2022 13:19:20
9,68,14/03/2022 13:19:30
10,71,14/03/2022 13:19:41
11,71,14/03/2022 13:19:52
12,71,14/03/2022 13:20:02
13,71,14/03/2022 13:20:13
14,71,14/03/2022 13:20:24
15,74,14/03/2022 13:20:34
16,74,14/03/2022 13:20:45
17,74,14/03/2022 13:20:55
18,74,14/03/2022 13:21:06
19,74,14/03/2022 13:21:17
20,71,14/03/2022 13:21:27
21,71,14/03/2022 13:21:38
22,71,14/03/2022 13:21:48
23,71,14/03/2022 13:21:59
24,71,14/03/2022 13:22:10
25,74,14/03/2022 13:22:20
26,74,14/03/2022 13:22:31
27,74,14/03/2022 13:22:41
28,74,14/03/2022 13:22:52
29,74,14/03/2022 13:23:03
30,71,14/03/2022 13:23:13
31,71,14/03/2022 13:23:24
32,71,14/03/2022 13:23:35
33,71,14/03/2022 13:23:45
34,71,14/03/2022 13:23:56
35,72,14/03/2022 13:24:06
36,72,14/03/2022 13:24:17
37,72,14/03/2022 13:24:28
38,72,14/03/2022 13:24:38
39,72,14/03/2022 13:24:49
40,71,14/03/2022 13:24:59
41,71,14/03/2022 13:25:10
42,71,14/03/2022 13:25:21
43,71,14/03/2022 13:25:31
44,71,14/03/2022 13:25:42
45,64,14/03/2022 13:25:52
46,64,14/03/2022 13:26:03
47,64,14/03/2022 13:26:14
48,64,14/03/2022 13:26:24
49,64,14/03/2022 13:26:35
50,70,14/03/2022 13:26:45
51,70,14/03/2022 13:26:56
52,70,14/03/2022 13:27:07
53,70,14/03/2022 13:27:17
54,70,14/03/2022 13:27:28
55,70,14/03/2022 13:27:38
56,70,14/03/2022 13:27:49
57,70,14/03/2022 13:28:00
58,70,14/03/2022 13:28:10
59,70,14/03/2022 13:28:21
60,68,14/03/2022 13:28:32
61,68,14/03/2022 13:28:42
62,68,14/03/2022 13:28:53
63,68,14/03/2022 13:29:03
64,68,14/03/2022 13:29:14
65,70,14/03/2022 13:29:25
66,70,14/03/2022 13:29:35
67,70,14/03/2022 13:29:46
68,70,14/03/2022 13:29:56
69,70,14/03/2022 13:30:07
70,71,14/03/2022 13:30:18
71,71,14/03/2022 13:30:28
72,71,14/03/2022 13:30:39
73,71,14/03/2022 13:30:49
74,71,14/03/2022 13:31:00
75,69,14/03/2022 13:31:11
76,69,14/03/2022 13:31:21
77,69,14/03/2022 13:31:32
78,69,14/03/2022 13:31:42
79,69,14/03/2022 13:31:53
80,71,14/03/2022 13:32:04
81,71,14/03/2022 13:32:14
82,71,14/03/2022 13:32:25
83,71,14/03/2022 13:32:36
84,71,14/03/2022 13:32:46
85,75,14/03/2022 13:32:57
86,75,14/03/2022 13:33:07
87,75,14/03/2022 13:33:18
88,75,14/03/2022 13:33:29
89,75,14/03/2022 13:33:39
90,70,14/03/2022 13:33:50
91,70,14/03/2022 13:34:00
92,70,14/03/2022 13:34:11
93,70,14/03/2022 13:34:22
94,70,14/03/2022 13:34:32
95,71,14/03/2022 13:34:43
96,71,14/03/2022 13:34:53
97,71,14/03/2022 13:35:04
98,71,14/03/2022 13:35:15
99,71,14/03/2022 13:35:25
100,67,14/03/2022 13:35:36
101,67,14/03/2022 13:35:47
102,67,14/03/2022 13:35:57
103,67,14/03/2022 13:36:08
104,67,14/03/2022 13:36:18
105,70,14/03/2022 13:36:29
106,70,14/03/2022 13:36:40
107,70,14/03/2022 13:36:50
108,70,14/03/2022 13:37:01
109,70,14/03/2022 13:37:11
110,75,14/03/2022 13:37:22
111,75,14/03/2022 13:37:33
112,75,14/03/2022 13:37:43
113,75,14/03/2022 13:37:54
114,75,14/03/2022 13:38:04
115,66,14/03/2022 13:38:15
116,66,14/03/2022 13:49:03
