,BPM,Moment
0,83,07/03/2022 13:26:06
1,83,07/03/2022 13:26:16
2,83,07/03/2022 13:26:27
3,83,07/03/2022 13:26:37
4,83,07/03/2022 13:26:48
5,82,07/03/2022 13:26:59
6,82,07/03/2022 13:27:09
7,82,07/03/2022 13:27:20
8,82,07/03/2022 13:27:30
9,82,07/03/2022 13:27:41
10,89,07/03/2022 13:27:52
11,89,07/03/2022 13:28:02
12,89,07/03/2022 13:28:13
13,89,07/03/2022 13:28:24
14,89,07/03/2022 13:28:34
15,85,07/03/2022 13:28:45
16,85,07/03/2022 13:28:55
17,85,07/03/2022 13:29:06
18,85,07/03/2022 13:29:17
19,85,07/03/2022 13:29:27
20,86,07/03/2022 13:29:38
21,86,07/03/2022 13:29:48
22,86,07/03/2022 13:29:59
23,86,07/03/2022 13:30:10
24,86,07/03/2022 13:30:20
25,84,07/03/2022 13:30:31
26,84,07/03/2022 13:30:41
27,84,07/03/2022 13:30:52
28,84,07/03/2022 13:31:03
29,84,07/03/2022 13:31:13
30,85,07/03/2022 13:31:24
31,85,07/03/2022 13:31:34
32,85,07/03/2022 13:31:45
33,85,07/03/2022 13:31:56
34,85,07/03/2022 13:32:06
35,83,07/03/2022 13:32:17
36,83,07/03/2022 13:32:27
37,83,07/03/2022 13:32:38
38,83,07/03/2022 13:32:49
39,83,07/03/2022 13:32:59
40,90,07/03/2022 13:33:10
41,90,07/03/2022 13:33:20
42,90,07/03/2022 13:33:31
43,90,07/03/2022 13:33:42
44,90,07/03/2022 13:33:52
45,88,07/03/2022 13:34:03
46,88,07/03/2022 13:34:13
47,88,07/03/2022 13:34:24
48,88,07/03/2022 13:34:35
49,88,07/03/2022 13:34:45
50,78,07/03/2022 13:34:56
51,78,07/03/2022 13:35:06
52,78,07/03/2022 13:35:17
53,78,07/03/2022 13:35:28
54,78,07/03/2022 13:35:38
55,79,07/03/2022 13:35:49
56,79,07/03/2022 13:35:59
57,79,07/03/2022 13:36:10
58,79,07/03/2022 13:36:21
59,79,07/03/2022 13:36:31
60,87,07/03/2022 13:36:42
61,87,07/03/2022 13:36:53
62,87,07/03/2022 13:37:03
63,87,07/03/2022 13:37:14
64,87,07/03/2022 13:37:24
65,86,07/03/2022 13:37:35
66,86,07/03/2022 13:37:46
67,86,07/03/2022 13:37:56
68,86,07/03/2022 13:38:07
69,86,07/03/2022 13:38:17
70,84,07/03/2022 13:38:28
71,84,07/03/2022 13:38:39
72,84,07/03/2022 13:38:49
73,84,07/03/2022 13:39:00
74,84,07/03/2022 13:39:10
75,80,07/03/2022 13:39:21
76,80,07/03/2022 13:39:32
77,80,07/03/2022 13:39:42
78,80,07/03/2022 13:39:53
79,80,07/03/2022 13:40:04
80,86,07/03/2022 13:40:14
81,86,07/03/2022 13:40:25
82,86,07/03/2022 13:40:35
83,86,07/03/2022 13:40:46
84,86,07/03/2022 13:40:57
85,83,07/03/2022 13:41:07
86,83,07/03/2022 13:41:18
87,83,07/03/2022 13:41:28
88,83,07/03/2022 13:41:39
89,83,07/03/2022 13:41:50
90,85,07/03/2022 13:42:00
91,85,07/03/2022 13:42:11
92,85,07/03/2022 13:42:21
93,85,07/03/2022 13:42:32
94,85,07/03/2022 13:42:43
95,79,07/03/2022 13:42:53
96,79,07/03/2022 13:43:04
97,79,07/03/2022 13:43:15
98,79,07/03/2022 13:43:25
99,79,07/03/2022 13:43:36
100,89,07/03/2022 13:43:46
101,89,07/03/2022 13:43:57
102,89,07/03/2022 13:44:08
103,89,07/03/2022 13:44:18
104,89,07/03/2022 13:44:29
105,82,07/03/2022 13:44:39
106,82,07/03/2022 13:44:50
107,82,07/03/2022 13:45:01
108,82,07/03/2022 13:45:11
109,82,07/03/2022 13:45:22
110,86,07/03/2022 13:45:32
111,86,07/03/2022 13:45:43
112,86,07/03/2022 13:45:54
113,86,07/03/2022 13:46:04
114,86,07/03/2022 13:46:15
115,90,07/03/2022 13:46:26
116,90,07/03/2022 13:46:36
